Unnamed: 0,airsigmetid,timevalidfromutc,timevalidtoutc,movementdirdegrees,movementspeedknots,hazardtype,hazardseverity,airsigmettype,altitudeminft,altitudemaxft
1069,33602,2013/08/23 01:55:O0+00,2013-08-23 O2:54:59+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1070,33603,2O13-08-23 03:55:00+OO,2O13-08/23 O2:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1071,33604,2013-O8/23 O3:45:O0+00,2013-O8/23 10:OO:00+O0,,,TURB,MOD,AIRMET,0.0,0.0
1072,33605,2O13-O8-22 21:45:00+00,2O13-08/23 03:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
1073,33606,2O13-08-23 03:45:00+00,2O13-O8-23 09:45:OO+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1074,33607,2013-08-23 03:45:OO+00,2013-O8-23 10:00:00+0O,,,IFR,,AIRMET,0.0,O
1075,33608,2013-O8/23 03:45:00+O0,2013-O8/23 10:O0:O0+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1076,33609,2013-08-23 O3:45:O0+00,2013/08/23 1O:O0:O0+OO,,,ICE,MOD,AIRMET,0.0,0.0
1077,33610,2013/08-23 00:13:00+OO,2013-O8-23 03:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1078,33611,2O13-O8-23 00:13:O0+00,2013-O8-23 O3:44:59+00,,,IFR,,AIRMET,0.0,O
1079,33612,2O13/08-22 22:28:00+0O,2013/08-23 O3:44:59+00,,,ICE,MOD,AIRMET,0.0,O
1080,33615,2O13-08-23 03:55:0O+O0,2013/08-23 05:55:00+0O,180.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1081,33616,2O13-O8-23 05:55:00+00,2O13-08-23 O9:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1082,33617,2O13-08-23 O4:55:OO+00,2O13-08-23 O6:55:O0+00,280.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1083,33618,2013-08-23 06:55:O0+00,2013-O8-23 10:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1084,33619,2O13-08/23 05:55:00+00,2013-08-23 07:55:0O+O0,,,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1085,33620,2013/08-23 07:55:0O+0O,2O13-08-23 11:55:O0+OO,,,CONVECTIVE,,OUTLOOK,,
1086,33621,2013-08-23 06:55:O0+00,2O13/08/23 08:55:OO+00,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1087,33622,2013/08-23 08:55:0O+00,2013-08-23 12:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1088,33623,2013-08-23 07:55:00+0O,2013/O8/23 09:55:OO+00,90.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1089,33624,2013/O8-23 O9:55:00+O0,2013-08/23 13:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1090,33625,2013/08-23 08:55:O0+0O,2013-O8-23 10:55:0O+00,110.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1091,33626,2O13-08-23 10:55:00+00,2013-O8-23 14:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
1092,33627,2013/O8/23 03:45:O0+00,2O13-08/23 09:44:59+0O,,,ICE,MOD,AIRMET,O,0.0
1093,33628,2O13/O8-23 09:45:OO+O0,2013/08/23 16:00:O0+00,,,ICE,MOD,AIRMET,0.0,0.0
1094,33629,2013-08/23 O3:45:0O+O0,2013-O8-23 09:44:59+O0,,,TURB,MOD,AIRMET,0.0,0.0
1095,33630,2O13/08/23 09:45:00+00,2013/O8/23 16:OO:00+00,,,TURB,MOD,AIRMET,0.0,0.0
1096,33631,2013-08-23 O9:45:00+O0,2013-O8-23 16:00:0O+0O,,,IFR,,AIRMET,0.0,0.0
1097,33632,2013-08-23 09:45:00+00,2013/O8-23 16:00:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1098,33633,2013-08/23 09:45:00+OO,2013-08-23 15:45:O0+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1099,33634,2O13-08-23 11:55:0O+0O,2O13/08-23 15:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1100,33635,2013-O8-23 09:55:00+00,2013-08-23 11:55:00+00,260.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1101,33636,2O13/08/23 10:55:0O+O0,2013/08/23 12:55:0O+00,240.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1102,33637,2O13-O8-23 12:55:00+OO,2013/08-23 16:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1103,33638,2013/08-23 13:55:O0+00,2O13/O8-23 17:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1104,33639,2O13-O8/23 11:55:0O+O0,2013-08/23 13:55:0O+0O,270.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1105,33640,2013-O8-23 10:55:00+0O,2O13-O8-23 11:54:59+00,240.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1106,33641,2013-08-23 12:55:0O+00,2013-O8-23 11:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1107,33642,2013-O8-23 12:4O:00+00,2013/O8-23 16:00:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1108,33643,2O13-08-23 12:40:O0+OO,2013-08/23 18:40:0O+O0,,,MTN OBSCN,,AIRMET,0.0,O
1109,33644,2013-08/23 12:4O:0O+0O,2013-08/23 16:OO:00+0O,,,IFR,,AIRMET,0.0,O
1110,33645,2013/O8/23 14:55:0O+0O,2013-08-23 18:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
1111,33646,2013-O8/23 12:55:00+00,2O13-08/23 14:55:00+00,270.0,5.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1112,33660,2013-08-23 15:45:00+0O,2013/O8-23 22:O0:O0+00,,,IFR,,AIRMET,0.0,0.0
1113,33647,2013-08-23 13:55:00+O0,2O13-O8-23 15:55:00+00,250.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1114,33648,2013-08/23 15:55:00+0O,2013-08-23 19:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1115,33649,2013-08-23 14:55:00+00,2O13-O8-23 13:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1116,33650,2O13/O8-23 12:55:00+00,2013-08-23 13:54:59+OO,290.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1117,33651,2013-08-23 16:55:00+00,2013-O8-23 20:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1118,33652,2013-O8-23 14:55:00+0O,2013-O8-23 16:55:00+O0,250.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1119,33653,2013-08-23 15:45:00+O0,2013/08-23 22:00:00+00,,,ICE,MOD,AIRMET,0.0,0.0
1120,33654,2013/O8-23 15:45:O0+0O,2O13/08/23 22:00:OO+OO,,,TURB,MOD,AIRMET,0.0,0.0
1121,33655,2013-O8/23 09:45:00+OO,2O13-08-23 15:44:59+O0,,,ICE,MOD,AIRMET,0.0,0.0
1122,33656,2O13-O8-23 09:45:00+00,2013/08-23 15:44:59+0O,,,TURB,MOD,AIRMET,0.0,0.0
1123,33657,2013-O8-23 12:40:O0+0O,2013/08/23 15:44:59+00,,,MTN OBSCN,,AIRMET,0.0,O
1124,33658,2O13-08-23 12:40:00+O0,2013/08-23 15:44:59+O0,,,IFR,,AIRMET,0.0,O
1125,33659,2013-08-23 15:45:0O+O0,2O13-O8-23 22:0O:00+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1126,33661,2013/08/23 O9:45:00+0O,2013/08-23 15:44:59+00,,,IFR,,AIRMET,0.0,0.0
1127,33662,2013-O8-23 09:45:00+00,2O13/08-23 15:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1128,33663,2013-O8-23 16:55:00+O0,2013-08-23 15:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1129,33664,2013-08-23 14:55:OO+0O,2013/08-23 15:54:59+O0,230.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1130,33665,2013-08-23 17:55:O0+0O,2013/O8-23 21:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1131,33666,2O13-08-23 15:55:0O+00,2O13/O8-23 17:55:OO+0O,290.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1132,33667,2O13/O8-23 18:55:00+0O,2O13-08-23 22:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1133,33701,2013-O8/23 21:45:0O+00,2013-08-23 21:45:59+O0,,,MTN OBSCN,,AIRMET,O,0.0
1134,33702,2013-08-23 21:45:O0+00,2013-08-23 21:45:59+OO,,,IFR,,AIRMET,0.0,0.0
1135,33668,2013-08-23 16:55:O0+O0,2O13-08-23 18:55:0O+0O,270.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1136,33669,2013-08/23 16:55:00+0O,2013-08-23 17:54:59+O0,120.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1137,33670,2013-08-23 18:55:O0+00,2013-08-23 17:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1138,35225,2013-O9-06 10:55:O0+00,2013-09-06 09:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1139,33671,2O13-08-23 17:55:0O+OO,2013-O8-23 19:55:00+O0,120.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,O
1140,33672,2013-O8/23 19:55:0O+00,2013-08/23 23:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1141,33673,2O13/O8-23 18:02:0O+00,2O13/O8/23 22:O0:00+00,,,IFR,,AIRMET,O,O
1142,33674,2013-08-23 18:O2:00+00,2013/08-23 22:O0:00+OO,,,MTN OBSCN,,AIRMET,O,O
1143,33675,2013-08/23 18:11:O0+00,2013-08-23 22:0O:O0+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1144,33676,2013-08/23 18:11:O0+00,2013-08-23 22:00:0O+OO,,,IFR,,AIRMET,O,0.0
1145,33677,2013-O8-23 18:27:00+O0,2013-08-23 22:0O:OO+O0,,,MTN OBSCN,,AIRMET,O,0.0
1146,33678,2O13/08-23 18:27:0O+00,2O13-08-23 22:O0:O0+O0,,,IFR,,AIRMET,O,0.0
1147,33679,2O13-08/23 18:55:0O+00,2013-08-23 2O:55:0O+00,190.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1148,33680,2013-08-23 2O:55:00+OO,2013-O8-24 00:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1149,33681,2013-O8-23 19:55:00+0O,2O13-08-23 18:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1150,33682,2013/08-23 17:55:00+0O,2013/08/23 18:54:59+0O,120.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1151,33703,2013-08/23 21:46:00+0O,2013-08-24 04:0O:00+0O,,,IFR,,AIRMET,0.0,0.0
1152,33683,2013/08-23 19:55:00+00,2013-O8-23 21:55:OO+O0,280.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1153,33684,2O13/08-23 21:55:0O+00,2O13/08-24 01:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
1154,33685,2013-08/23 22:55:00+00,2013-08-24 02:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1155,33686,2013-08-23 2O:55:O0+0O,2013-O8-23 22:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
1156,33687,2013/08-23 21:45:0O+00,2013-O8-24 04:OO:OO+O0,,,TURB,MOD,AIRMET,0.0,0.0
1157,33688,2013-O8-23 21:45:O0+0O,2013-08-24 O4:O0:00+O0,,,IFR,,AIRMET,0.0,O
1158,33689,2013-08/23 21:45:O0+00,2O13-O8-24 O4:0O:O0+OO,,,MTN OBSCN,,AIRMET,0.0,0.0
1159,33690,2013/08-23 21:45:OO+00,2O13-08/24 O3:45:00+00,,,MTN OBSCN,,AIRMET,O,0.0
1160,33691,2013-08-23 18:27:00+00,2013-08-23 21:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,O
1161,33692,2O13-08/23 15:45:00+O0,2013-08-23 21:44:59+00,,,ICE,MOD,AIRMET,0.0,0.0
1162,33693,2O13-08-23 15:45:00+00,2O13/08-23 21:44:59+OO,,,TURB,MOD,AIRMET,0.0,0.0
1163,33694,2013/O8/23 18:02:O0+0O,2013-08-23 21:44:59+00,,,IFR,,AIRMET,0.0,O
1164,33695,2013-O8-23 18:11:00+OO,2013/08-23 21:44:59+00,,,IFR,,AIRMET,0.0,0.0
1165,33696,2013-O8-23 18:02:00+0O,2013/O8-23 21:44:59+00,,,MTN OBSCN,,AIRMET,0.0,O
1166,33697,2013/08-23 18:27:O0+O0,2013-O8-23 21:44:59+00,,,IFR,,AIRMET,0.0,O
1167,33698,2O13/08/23 18:11:00+OO,2013-08-23 21:44:59+00,,,MTN OBSCN,,AIRMET,O,0.0
1168,33699,2O13-08/23 15:45:O0+00,2O13-08-23 21:44:59+00,,,IFR,,AIRMET,O,O
1169,33700,2013-O8/23 15:45:00+00,2013-08/23 21:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1170,33705,2O13-08/23 21:55:O0+O0,2O13-08-23 23:55:O0+O0,280.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1171,33706,2013/08-23 23:55:O0+0O,2013-08-24 O3:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1172,35524,2013/O9-08 19:55:OO+O0,2O13/O9/O8 22:0O:O0+00,,,MTN OBSCN,,AIRMET,0.0,O
1173,33707,2013-O8-23 22:55:OO+00,2013-08/24 0O:55:0O+O0,,,CONVECTIVE,NONE,SIGMET,,
1174,33708,2013-08-24 0O:55:00+00,2013-O8-24 O4:55:00+OO,,,CONVECTIVE,,OUTLOOK,,
1175,33709,2013-08-23 23:55:OO+00,2O13-O8/24 01:55:00+00,140.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1176,33710,2013/08-24 01:55:O0+O0,2013-08/24 05:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1177,33711,2013/08/24 OO:55:OO+O0,2013-08-24 02:55:00+00,120.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1178,33712,2013/08/24 02:55:O0+O0,2O13/08-24 06:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1179,33713,2013/08-23 23:55:O0+0O,2013-08-24 O0:54:59+00,190.0,30.0,CONVECTIVE,LT/MOD,SIGMET,O,O
1180,33714,2O13-08-24 01:55:OO+0O,2013-08-24 00:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1181,33768,2013-08/24 13:55:00+O0,2O13/08-24 15:55:O0+00,20.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1182,33715,2O13/08-24 O1:55:OO+OO,2O13/O8-24 03:55:0O+00,360.0,10.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1183,35499,2013/09-08 15:55:00+00,2013-O9-08 17:55:0O+O0,,,CONVECTIVE,NONE,SIGMET,,
1184,33716,2013-O8-24 03:55:00+0O,2013/O8-24 07:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1185,33717,2O13/08/24 02:55:00+0O,2O13-08-24 O4:55:O0+0O,120.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1186,33718,2013-O8/24 04:55:00+O0,2013/08-24 08:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1187,33719,2013-08-23 21:45:0O+00,2O13-08-24 03:44:59+OO,,,TURB,MOD,AIRMET,0.0,0.0
1188,33720,2013/08-24 03:45:O0+00,2O13-08/24 O9:45:00+O0,,,MTN OBSCN,,AIRMET,0.0,O
1189,33721,2013-08-24 03:45:00+0O,2013-O8/24 10:O0:0O+0O,,,IFR,,AIRMET,0.0,0.0
1190,33722,2O13/08-24 03:45:00+OO,2013-08-24 10:O0:00+00,,,MTN OBSCN,,AIRMET,O,0.0
1191,33723,2013-O8/23 21:46:O0+00,2O13-O8-24 O3:44:59+00,,,IFR,,AIRMET,O,0.0
1192,33724,2O13/O8/23 21:45:O0+O0,2013/08/24 03:44:59+0O,,,IFR,,AIRMET,0.0,0.0
1193,33725,2013/O8/23 21:45:0O+OO,2013-08-24 03:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1194,33726,2013/08/23 21:46:00+00,2O13-O8/24 03:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1195,33769,2O13-08-24 15:55:OO+O0,2013/08-24 14:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1196,33727,2013-08-24 03:55:0O+00,2013-08/24 05:55:O0+00,170.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1197,35322,2O13-09-O6 21:45:OO+0O,2O13-09-O7 O3:44:59+OO,,,MTN OBSCN,,AIRMET,O,O
1198,33728,2013-08-24 05:55:O0+0O,2013-O8/24 O9:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1199,33729,2O13/08-24 04:55:00+00,2013/08/24 O6:55:00+O0,310.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1200,33730,2O13-O8-24 06:55:O0+00,2013-08-24 1O:55:O0+OO,,,CONVECTIVE,,OUTLOOK,,
1201,33731,2013-08-24 05:O3:00+00,2O13/O8/24 10:00:O0+00,,,IFR,,AIRMET,0.0,0.0
1202,33732,2013/08-24 05:O3:00+00,2013-O8-24 10:O0:0O+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1203,33733,2013-08/24 O7:55:00+00,2013/08-24 11:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1204,33734,2013/08/24 05:55:OO+O0,2O13-O8-24 07:55:0O+O0,10.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1205,33735,2013/O8-24 O6:55:OO+00,2013-O8-24 08:55:O0+OO,,,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1206,33736,2013/08/24 08:55:O0+00,2013-08-24 12:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1207,33737,2O13-08-24 09:55:00+0O,2013-O8-24 13:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
1208,33738,2013-08-24 O7:55:00+00,2O13/O8-24 O9:55:O0+OO,,,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1209,35628,2013/09/09 18:23:00+00,2013-09-09 22:00:0O+O0,,,IFR,,AIRMET,0.0,O
1210,33739,2013/08/24 O8:55:00+OO,2013-O8-24 10:55:00+O0,60.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1211,33740,2013-08/24 10:55:00+00,2O13/O8-24 14:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1212,33741,2013-O8-24 03:45:0O+O0,2013-08-24 09:44:59+00,,,MTN OBSCN,,AIRMET,0.0,O
1213,33742,2O13/O8-24 O3:45:O0+O0,2013/08-24 09:44:59+O0,,,IFR,,AIRMET,O,0.0
1214,33743,2013-08-24 05:03:00+00,2013-O8-24 09:44:59+00,,,IFR,,AIRMET,0.0,0.0
1215,35166,2O13-09/05 20:55:0O+O0,2013/09-O5 21:54:59+00,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1216,35167,2013/09-05 22:55:00+00,2O13-09-O5 21:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1217,35168,2013/09-05 21:55:00+O0,2O13-09-O5 22:54:59+0O,200.0,30.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1218,35169,2013-09-O5 23:55:00+00,2013-09/O5 22:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1219,35170,2013-09/06 0O:55:00+00,2013-09-06 04:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1220,35171,2O13-09-05 22:55:00+O0,2O13/09-06 0O:55:00+00,170.0,35.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1221,35325,2O13/09-07 03:45:O0+O0,2013-O9-07 10:00:O0+00,,,MTN OBSCN,,AIRMET,O,0.0
1222,35172,2O13-09-06 00:55:O0+0O,2013-O9-O5 23:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1223,35173,2013-09/05 23:55:0O+00,2013-09-O6 01:55:00+O0,350.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1224,35174,2O13-O9-O5 22:55:00+00,2013-O9-05 23:54:59+00,170.0,35.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1225,35175,2013-O9/06 O1:55:00+0O,2013-09/06 O5:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1226,35176,2013/O9-06 00:55:O0+0O,2013/09/06 02:55:0O+00,90.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1227,35177,2O13-09-O6 02:55:O0+O0,2O13-09/06 06:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1228,35178,2013-09-O5 23:55:O0+O0,2013-09-06 00:54:59+O0,280.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1229,35179,2O13-09-06 O1:55:0O+00,2013/O9/06 OO:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1230,35180,2013-O9-06 O1:37:00+00,2013-09/06 04:00:0O+00,,,MTN OBSCN,,AIRMET,0.0,O
1231,35181,2013-O9-06 O1:37:00+00,2013-09/06 O4:00:00+O0,,,IFR,,AIRMET,O,0.0
1232,35182,2013-09/06 O1:55:OO+0O,2013-O9-06 O3:55:O0+O0,90.0,10.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1233,35183,2013-09-06 03:55:00+00,2013/09/06 07:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1234,35207,2013-09/O6 O8:55:00+00,2013/09/06 12:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1235,35184,2013-09-O6 00:55:0O+0O,2013-O9-06 O1:54:59+O0,90.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1236,35185,2013-09-06 02:55:00+00,2013-09-06 01:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
1237,35186,2013-09-O6 04:55:00+O0,2013-O9/06 O8:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1238,35187,2013-O9/06 02:55:0O+00,2O13-O9-06 O4:55:O0+OO,300.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1239,35188,2O13-09-06 O1:55:00+O0,2O13-09-06 02:54:59+00,280.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1240,35189,2O13-O9-06 03:55:0O+00,2O13-O9/06 O2:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1241,35190,2013/09-05 21:45:00+O0,2013/O9/06 03:44:59+OO,,,ICE,MOD,AIRMET,0.0,O
1242,35191,2013-09-05 21:45:00+0O,2013-09/06 O3:44:59+O0,,,TURB,MOD,AIRMET,O,0.0
1243,35192,2013-09-06 03:45:00+00,2013-09-06 10:00:00+0O,,,TURB,MOD,AIRMET,0.0,O
1244,35193,2O13-O9-06 03:45:00+00,2O13/09/O6 10:00:O0+00,,,ICE,MOD,AIRMET,0.0,0.0
1245,35194,2013-09-O6 03:45:O0+O0,2O13-O9/06 10:0O:00+00,,,IFR,,AIRMET,0.0,0.0
1246,35223,2013-O9-06 08:55:00+0O,2013-O9-O6 09:54:59+0O,240.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1247,35195,2013-09/06 03:45:OO+00,2013/09-06 10:0O:OO+0O,,,MTN OBSCN,,AIRMET,O,O
1248,35196,2013-09/O6 01:37:O0+O0,2013/O9-06 03:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1249,35197,2013-O9/06 O1:37:0O+0O,2013-O9/06 03:44:59+O0,,,IFR,,AIRMET,0.0,0.0
1250,35198,2013/09-06 03:55:00+0O,2O13/09-06 O5:55:00+00,200.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1251,35199,2013-09/O6 O5:55:0O+OO,2013/O9/06 09:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1252,35200,2013-09/06 O4:55:00+00,2013/09-O6 06:55:O0+O0,170.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1253,35201,2013/O9-06 06:55:O0+O0,2O13-09-06 10:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1254,35202,2O13-09/06 O5:55:00+00,2013/09/O6 07:55:O0+OO,180.0,30.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1255,35203,2O13/09-06 O4:55:00+00,2013-09-06 05:54:59+00,170.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1256,35204,2O13/09-O6 07:55:00+0O,2013/09-06 11:55:00+OO,,,CONVECTIVE,,OUTLOOK,,
1257,35205,2O13-09-06 O6:55:OO+O0,2O13-09-06 05:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1258,35206,2O13-09/06 06:55:00+O0,2O13-09-06 O8:55:00+00,180.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1259,35208,2013-09-06 05:55:00+0O,2013-09-06 O6:54:59+00,180.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1260,35209,2013-O9/O6 O7:55:00+0O,2013-09/06 O6:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1261,35210,2O13-O9-06 07:55:O0+00,2O13/09-06 09:55:0O+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1262,35211,2013/09-O6 09:55:0O+O0,2013/O9-O6 13:55:O0+OO,,,CONVECTIVE,,OUTLOOK,,
1263,35212,2013-09/06 08:55:00+O0,2013-09-O6 10:55:00+O0,,,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1264,35213,2013-09-06 1O:55:0O+O0,2O13/09-06 14:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1265,35214,2O13-O9-06 09:45:0O+00,2013/09-06 16:0O:00+00,,,ICE,MOD,AIRMET,O,0.0
1266,35215,2O13-O9/06 09:45:O0+0O,2013-09-O6 16:0O:O0+0O,,,TURB,MOD,AIRMET,0.0,0.0
1267,35216,2O13-O9-06 03:45:O0+00,2013/09-06 09:44:59+OO,,,TURB,MOD,AIRMET,0.0,0.0
1268,35217,2013/09/O6 03:45:00+00,2013/09/O6 09:44:59+00,,,ICE,MOD,AIRMET,0.0,O
1269,35218,2O13/09-O6 09:45:0O+00,2013-O9-06 16:00:0O+0O,,,IFR,,AIRMET,0.0,0.0
1270,35219,2O13/09-O6 O9:45:00+O0,2013/O9-O6 16:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1271,35220,2O13/09-06 03:45:O0+0O,2O13/09-O6 09:44:59+00,,,IFR,,AIRMET,0.0,0.0
1272,35221,2013/09-06 O3:45:00+0O,2013-09-06 O9:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1273,35222,2013-09-06 09:55:00+00,2013/09-06 11:55:O0+0O,,,CONVECTIVE,NONE,SIGMET,,
1274,35224,2013-09-06 11:55:0O+00,2O13-09-06 15:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1275,35226,2013/09/O6 10:55:00+0O,2O13-O9-06 12:55:O0+0O,160.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1276,35227,2O13/09-O6 09:55:0O+00,2O13-09-06 1O:54:59+OO,200.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1277,35228,2013-09/06 12:55:0O+00,2013-O9-06 16:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1278,35229,2013-09/06 11:55:00+00,2013-09-06 10:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
